	SRR6357070_ReadsPerGene.out.tab	SRR6357071_ReadsPerGene.out.tab	SRR6357072_ReadsPerGene.out.tab
YAL046C	441	789	610
YAR020C	39	55	52
snR18	492	784	753
YAR050W	637	871	716
YAL016C-B	39	42	32
YAR019C	1191	1742	1401
YAR029W	39	69	66
YAR002W	3541	5011	4187
YAL039C	840	1313	1063
YAR030C	40	51	41
YAR047C	123	176	112
YAL022C	2214	3336	2450
YAL011W	848	1387	1175
YAL001C	2879	4139	3074
YAL056W	2844	4267	3312
YAL066W	1	3	6
YAL013W	794	1112	1023
YAL047W-A	6	1	1
YAL016C-A	3	1	2
YAL064W	6	7	13
YAR071W	1675	2690	1856
YAR033W	449	650	546
YAR069C	0	0	0
YAR019W-A	20	21	13
YAR070C	1	2	5
YAL054C	510	819	602
YAL067C	82	105	80
YAL059W	565	855	704
YAL005C	53943	72387	50720
YAL068W-A	0	0	2
YAL035W	32066	45630	35373
YAL008W	616	918	654
YAL020C	373	329	377
YAL032C	867	1244	1014
YAL015C	620	937	763
YAL028W	357	505	445
YAL042C-A	0	1	0
YAL065C	70	90	59
YAL009W	602	1031	736
YAR014C	3701	5700	4096
YAL037C-B	27	11	25
YAR053W	42	47	36
YAL036C	4523	6888	5134
YAL059C-A	0	0	0
YAL002W	2243	3353	2518
YAL021C	5984	8391	7049
tS(AGA)A	5	2	6
YAL061W	666	948	742
YAR023C	168	260	217
YAL034C	949	1344	1131
YAL026C-A	83	106	104
YAR002C-A	4187	7059	5727
YAL004W	0	0	0
YAR008W	521	746	629
YAL067W-A	1	1	6
YAL049C	1975	2786	2146
YAR060C	0	0	0
YAL047C	946	1392	1147
YAL029C	9719	14151	11056
YAR031W	264	422	401
YAL027W	358	489	402
YAR073W	42	61	53
YAL033W	770	1115	893
YAR015W	4204	6297	4140
YAL044W-A	30	68	48
YAL041W	3380	5435	4110
YAL019W-A	3	10	2
YAR035C-A	5	7	10
YAL068C	1	1	6
YAR042W	5779	8411	6714
YAL051W	2699	4084	3068
YAL043C	3415	5035	4007
YAR066W	57	71	62
YAL044C	2491	3482	3087
YAR068W	40	83	60
YAL058W	933	1357	1028
YAL012W	17960	28458	21917
YAL064C-A	128	152	112
YAR028W	1011	1437	1394
HRA1	0	4	1
YAL007C	4540	6220	4934
YAL040C	2987	4266	3750
YAR010C	21	42	37
YAR009C	1813	2932	1890
tD(GUC)Q	4	7	11
Q0065	3291	4103	3652
Q0080	60	16	19
Q0160	2641	3240	2949
Q0070	468	386	402
Q0142	4	11	6
Q0275	18237	21646	18991
tR(ACG)Q2	1	0	2
tK(UUU)Q	32	29	33
Q0010	1	0	34
Q0255	964	1388	1133
tN(GUU)Q	3	6	8
Q0020	6773	9112	10517
tE(UUC)Q	11	6	8
Q0140	291	188	214
Q0075	2110	2615	2285
Q0250	17865	22056	19262
Q0017	0	0	0
tC(GCA)Q	11	13	5
Q0144	0	0	6
tG(UCC)Q	1	3	16
Q0105	8092	10810	8653
tT(UGU)Q1	1	3	3
tM(CAU)Q2	2	0	2
Q0285	2	0	2
Q0143	6	7	9
Q0055	80040	107328	86827
Q0032	8	1	4
tY(GUA)Q	8	7	26
Q0115	95	46	91
Q0297	0	0	0
Q0130	21453	22079	21953
tL(UAA)Q	0	0	0
tF(GAA)Q	6	3	9
Q0092	4	1	18
tW(UCA)Q	1	0	30
tT(UAG)Q2	6	2	8
tS(UGA)Q2	18	13	33
Q0110	1182	1472	1273
Q0120	2910	3564	2799
tH(GUG)Q	2	5	4
Q0050	100586	142433	109278
tA(UGC)Q	13	7	8
Q0085	14914	18424	15206
Q0182	188	104	154
tM(CAU)Q1	5	3	12
tS(GCU)Q1	8	4	9
tV(UAC)Q	2	5	3
tQ(UUG)Q	3	6	6
tR(UCU)Q1	2	5	12
Q0060	3872	5088	4277
Q0045	19211	24084	19981
tP(UGG)Q	17	4	16
tI(GAU)Q	1	0	2
Q0158	6579	13705	18673
